resource_id,title,description,org_type,fields,orgs,source,sectors,date_created,date_updated
e0b14917-d9ae-4ac4-9c65-359fe7dc2e68,State/UT-wise wage rate under MGNREGA (in Reply to Unstarred Question on 06.08.2018) (From : Ministry of Rural Development),State/UT-wise wage rate under MGNREGA (in Reply to Unstarred Question on 06.08.2018) (From : Ministry of Rural Development),Central,"['document_id', 'states_union_territorys', 'wage_rate_in_rs__per_day_w_e_f_1st_april__2018', '_', '_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2023-10-20T08:15:00+00:00,2023-10-23T15:03:53+00:00
5dcb2b3e-0ef7-4be3-9f85-0feca5821c3d,State/UT-wise wage rate under MGNREGA during 2018-19 (From : Ministry of Rural Development),State/UT-wise wage rate under MGNREGA during 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'states_union_territorys', 'wage_rate_in_rs__per_day_w_e_f_1st_april__2018', 'average_days_of_employment_provided_per_household_2018__19__', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2023-10-20T06:46:49+00:00,2023-10-23T15:03:15+00:00
bfea3018-cf46-4000-be72-9abf67e56802,"State/UT-wise Number of Households Mobilized & Self Help Groups (SHGs) Formed under (DAY-NRLM) and (MGNREGA) as on 28th February, 2023","State/UT-wise Number of Households Mobilized & Self Help Groups (SHGs) Formed under (DAY-NRLM) and (MGNREGA) as on 28th February, 2023",Central,"['document_id', 'sl__no', 'state_ut', 'shgs_formed', 'households_mobilized', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2023-10-11T07:43:50+00:00,2023-10-11T14:02:58+00:00
ee03643a-ee4c-48c2-ac30-9f2ff26ab722,District-wise MGNREGA Data at a Glance,District-wise MGNREGA Data at a Glance,Central,"['fin_year', 'month', 'state_code', 'state_name', 'district_code', 'district_name', 'Approved_Labour_Budget', 'Average_Wage_rate_per_day_per_person', 'Average_days_of_employment_provided_per_Household', 'Differently_abled_persons_worked', 'Material_and_skilled_Wages', 'Number_of_Completed_Works', 'Number_of_GPs_with_NIL_exp', 'Number_of_Ongoing_Works', 'Persondays_of_Central_Liability_so_far', 'SC_persondays', 'SC_workers_against_active_workers', 'ST_persondays', 'ST_workers_against_active_workers', 'Total_Adm_Expenditure', 'Total_Exp', 'Total_Households_Worked', 'Total_Individuals_Worked', 'Total_No_of_Active_Job_Cards', 'Total_No_of_Active_Workers', 'Total_No_of_HHs_completed_100_Days_of_Wage_Employment', 'Total_No_of_JobCards_issued', 'Total_No_of_Workers', 'Total_No_of_Works_Takenup', 'Wages', 'Women_Persondays', 'percent_of_Category_B_Works', 'percent_of_Expenditure_on_Agriculture_Allied_Works', 'percent_of_NRM_Expenditure', 'percentage_payments_gererated_within_15_days', 'Remarks']","['Ministry of Rural Development', 'Department of Land Resources (DLR)']",data.gov.in,"['Rural', 'Land Resources']",2023-09-19T06:43:03+00:00,2023-09-19T10:39:44+00:00
d1d29e37-1d60-46da-9902-52340abbfb13,State/UTs-wise Expenditure on Water Related Works under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGA) from 2019-20 to 2021-22,State/UTs-wise Expenditure on Water Related Works under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGA) from 2019-20 to 2021-22,Central,"['document_id', 'sl__no_', 'state_ut', '_2019_2020___water_conservation_and_water_harvesting___completed___number_of_works', '_2019_2020___water_conservation_and_water_harvesting___completed___expenditure__rs__in_lakh_', '_2019_2020___water_conservation_and_water_harvesting___ongoing___number_of_works', '_2019_2020___water_conservation_and_water_harvesting___ongoing___expenditure__rs__in_lakh_', '_2020_2021___water_conservation_and_water_harvesting___completed___number_of_works', '_2020_2021___water_conservation_and_water_harvesting___completed___expenditure__rs__in_lakh_', '_2020_2021___water_conservation_and_water_harvesting___ongoing___number', '_2020_2021___water_conservation_and_water_harvesting___ongoing___expenditure__rs__in_lakh_', '_2021_2022__as_on_10_03_2022____water_conservation_and_water_harvesting___completed___number_of_works', '_2021_2022__as_on_10_03_2022____water_conservation_and_water_harvesting___completed___expenditure__rs__in_lakh_', '_2021_2022__as_on_10_03_2022____water_conservation_and_water_harvesting___ongoing___number_of_works', '_2021_2022__as_on_10_03_2022____water_conservation_and_water_harvesting___ongoing___expenditure__rs__in_lakh_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2022-09-15T07:24:33+00:00,2022-09-15T12:37:43+00:00
c0350589-65a7-4166-996a-ba5845c398fe,"State/UT-wise Central Funds Sanctioned/Released for Wage, Material & Admin Component under MGNREGA from 2018-19 to 2021-22","State/UT-wise Central Funds Sanctioned/Released for Wage, Material & Admin Component under MGNREGA from 2018-19 to 2021-22",Central,"['document_id', 'sl__no_', 'state_ut', 'fy_2018_19', 'fy_2019_20', 'fy_2020_21', 'fy_2021_22__as_on_26_07_2021_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2022-04-01T05:41:11+00:00,2022-04-29T14:13:43+00:00
0fecf99b-2c7c-46db-9f7d-c4bdacf040fc,State/UT-wise List of Total Number of Active ST Worker and ST Person Days Generated under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2019-20 and 2020-21 (From: Ministry of Tribal Affairs),State/UT-wise List of Total Number of Active ST Worker and ST Person Days Generated under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2019-20 and 2020-21 (From: Ministry of Tribal Affairs),Central,"['document_id', '_sl__no_', 'state_ut', 'total_number_of_active_st_worker__in_lakh_', 'st_person_days_generated__in_lakh___2019_20_', 'st_person_days_generated__in_lakhs___2020_21_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-12-15T14:23:27+00:00,2022-02-28T10:15:14+00:00
aeca8112-5fd4-4c91-92dc-d72b2c7b969e,State/UT-wise Central Fund Released and Expenditure Reported under MGNREGA from 2017-18 to 2019-20 (From: Ministry of Rural Development),State/UT-wise Central Fund Released and Expenditure Reported under MGNREGA from 2017-18 to 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_s__no_', 'state_ut', 'central_fund_released___2017_18__', 'central_fund_released___2018_19__', 'central_fund_released___2019_20', '_expenditure___2017_18', '_expenditure___2018_19', '_expenditure___2019_20', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T07:17:46+00:00,2021-03-23T15:15:05+00:00
7efb084d-b562-4b9f-8a3a-d0808a54d609,State/UT-wise Persondays Generated under MGNREGA including West Bengal from 2017-18 to 2019-20 (From: Ministry of Rural Development),State/UT-wise Persondays Generated under MGNREGA including West Bengal from 2017-18 to 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_sl_no', 'state_ut', '_2017_18', '_2018_19', '_2019_20', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T06:52:05+00:00,2021-03-23T14:53:45+00:00
6ae541ca-903e-4a6a-be62-48dedea02223,Average Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) wages from 2014-15 to 2018-19 (From : Ministry of Rural Development),Average Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) wages from 2014-15 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'financial_year', 'average_wage_rate_per_day_per_person__rs__', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T04:45:12+00:00,2021-03-23T13:10:05+00:00
a1c9803c-d405-4edf-a298-ee42e7e65d0b,State/UT-wise Households Completing 100 days of Employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2016-17 to 2018-19 (From : Ministry of Rural Development),State/UT-wise Households Completing 100 days of Employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2016-17 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'sl__no_', 'states_uts', '__2016_17', '_2017_18', '_2018_19', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T04:17:04+00:00,2021-03-23T12:47:05+00:00
bf1da9fc-5650-45c3-be3b-0ba006377869,Expenditure under MGNREGA on Schedule Caste (SC) Persondays during 2015-16 and 2018-19 (From: Ministry of Rural Development),Expenditure under MGNREGA on Schedule Caste (SC) Persondays during 2015-16 and 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 'financial_year', 'approximate_expenditure', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T03:47:13+00:00,2021-03-23T12:22:45+00:00
7b502fe1-6684-4c4c-9347-57d20af7d4dc,Details of Funds Allocated under MGNREGA from 2014-15 to 2018-19 (From: Ministry of Rural Development),Details of Funds Allocated under MGNREGA from 2014-15 to 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 's_no_', '_year', 'budget_allocation', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T03:30:03+00:00,2021-03-23T12:08:45+00:00
9aa66b7a-bb1d-4e20-bd4b-e5e68539cdfc,Central Fund Released to Jammu and Kashmir under MGNREGA from 2016-17 to 2018-19 (From: Ministry of Rural Development),Central Fund Released to Jammu and Kashmir under MGNREGA from 2016-17 to 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 'financial_year', '__2016_17', '_2017_18', '_2018_19', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-03T08:27:20+00:00,2021-03-23T11:33:45+00:00
57bff16a-6423-45b2-9700-ebcde6709937,State/UT-wise Expenditure Reported in Management Information System (MIS) under MGNREGA from 2014-15 to 2018-19 (From: Ministry of Labour and Employment),State/UT-wise Expenditure Reported in Management Information System (MIS) under MGNREGA from 2014-15 to 2018-19 (From: Ministry of Labour and Employment),Central,"['document_id', '_s_no_', 'state_ut', '__2014_15', '__2015_16', '__2016_17', '_2017_18', '_2018_19', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-03T08:21:18+00:00,2021-03-23T11:28:45+00:00
657ac6a3-3139-48e0-988d-198977aac77b,Number of Anganwadi Constructed under MGNREGA in Uttar Pradesh from 2016-17 to 2018-19 (From: Ministry of Rural Development),Number of Anganwadi Constructed under MGNREGA in Uttar Pradesh from 2016-17 to 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 'financial_year', 'number_of_anganwadi_constructed', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-03T05:42:26+00:00,2021-03-23T10:30:45+00:00
c5de960a-1ca4-410a-81fd-6e0edd92fab5,State/UT-wise Works Approved/Sanctioned and Started under MGNREGA in the Country from 2014-15 to 2018-19 (From: Ministry of Rural Development),State/UT-wise Works Approved/Sanctioned and Started under MGNREGA in the Country from 2014-15 to 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 's_no_', 'state_ut', '_2018_19___works_approved_sanctioned', '_2018_19___works_started', '_2017_18___works_approved_sanctioned', '_2017_18___works_started', '_2016_17___works_approved_sanctioned', '_2016_17___works_started', '_2015_16___works_approved_sanctioned', '_2015_16___works_started', '_2014_15___works_approved_sanctioned', '_2014_15___works_started', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-03T05:20:53+00:00,2021-03-23T10:12:45+00:00
8e7b41be-c790-4495-8339-c8da0a7f287e,State/UT-wise Expenditure made on Water Related Works Taken up under MGNREGA from 2016-17 to 2019-20 (From: Ministry of Jal Shakti),State/UT-wise Expenditure made on Water Related Works Taken up under MGNREGA from 2016-17 to 2019-20 (From: Ministry of Jal Shakti),Central,"['document_id', 'sl__no_', 'state_ut', '_2019_20', '_2018_19', '_2017_18', '__2016_17', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-02T04:27:31+00:00,2021-03-05T11:00:18+00:00
7371da1e-4c5e-4c52-9223-f85e1756d24d,District-wise expenditure under the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) in the state Punjab from 2017-18 to 2019-20 (From: Ministry of Rural Development),District-wise expenditure under the Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) in the state Punjab from 2017-18 to 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_s__no_', 'district', '_2017_18', '_2018_19', '_2019_20__upto_16_03_2020_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-02T07:42:38+00:00,2021-03-05T10:32:55+00:00
3e87dec0-749b-4b3e-87e6-38e24eb440ae,State/UT-wise Central Fund Released Including to Uttar Pradesh under the MGNREGA during 2019-20 (From: Ministry of Rural Development),State/UT-wise Central Fund Released Including to Uttar Pradesh under the MGNREGA during 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_sl_no', 'states_uts', 'central_fund_released__rs__in_crore_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T08:11:03+00:00,2021-03-04T08:11:03+00:00
8e9fe253-4fab-4952-aa37-023ca64311dc,Amount Spent under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2016-17 to 2019-20 (From: Ministry of Planning),Amount Spent under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2016-17 to 2019-20 (From: Ministry of Planning),Central,"['document_id', '_year', 'total_centre_release', 'total_availability', 'total_expenditure', 'percentage_utilization', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2021-03-04T07:50:09+00:00,2021-03-04T07:50:09+00:00
4c262a70-085a-4eec-869c-212da411cb2a,State/UT-wise Wage Rate under MGNREGA during 2019-20 (From: Ministry of Rural Development),State/UT-wise Wage Rate under MGNREGA during 2019-20 (From: Ministry of Rural Development),Central,"['document_id', 's_no_', 'state_uts', 'mgnrega_wage_rate_as_per_gazette_notification_w_e_f__01_04_2019', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-15T14:03:03+00:00,2020-10-19T18:04:02+00:00
6e2315ad-c261-4207-86b1-5ebc2b8c7303,"State/UT-wise Check Dams Completed under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) as on 21 Nov, 2019 (From: Ministry of Jal Shakti)","State/UT-wise Check Dams Completed under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) as on 21 Nov, 2019 (From: Ministry of Jal Shakti)",Central,"['document_id', '_s_no_', 'state_ut', 'completed_work_since_inception', 'expenditure_in_completed_work_since_inception__in_lakhs_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-15T12:32:48+00:00,2020-10-19T17:34:02+00:00
a0d62cd1-d239-4b89-a538-6f8730975767,State/UT-wise Central funds released to MGNREGA during 2019-20 (From: Ministry of Rural Development),State/UT-wise Central funds released to MGNREGA during 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_s__no_', 'state', 'central_funds_released_to_during_2019_20__as_on_09_12_2019_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-16T06:46:13+00:00,2020-10-19T15:34:02+00:00
bd9922fb-858d-43a2-8ad4-37e7cdd5f596,"State/UT-wise Employment Demanded, Employment offered and Employment Provided to Household under MGNREGA from 2016-17 to 2018-19 (From: Ministry of Rural Development)","State/UT-wise Employment Demanded, Employment offered and Employment Provided to Household under MGNREGA from 2016-17 to 2018-19 (From: Ministry of Rural Development)",Central,"['document_id', 'si_no_', 'state_ut', 'employment_demanded_by_households___2016_17', 'employment_demanded_by_households___2017_18', 'employment_demanded_by_households___2018_19', 'employment_offered_to_households___2016_17', 'employment_offered_to_households___2017_18', 'employment_offered_to_households___2018_19', 'employment_provided_to_households___2016_17', 'employment_provided_to_households___2017_18', 'employment_provided_to_households___2018_19', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-16T06:05:17+00:00,2020-10-19T14:48:02+00:00
ec1ee20d-7989-4b02-8e59-11cdc135a7fb,State/UT-wise Employment Generated under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGA) from 2015-16 to 2019-20 (From: Ministry of Labour and Employment),State/UT-wise Employment Generated under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGA) from 2015-16 to 2019-20 (From: Ministry of Labour and Employment),Central,"['document_id', '_sl_no', 'states_ut', '__2015_16', '__2016_17', '_2017_18', '_2018_19', '_2019_20_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-16T04:59:10+00:00,2020-10-19T14:37:02+00:00
ea03aba7-d66a-41e2-9f1e-87135e80024e,Details of persondays generated and total expenditure under MGNREGA during 2017-18 to 2018-19 (From: Ministry of Rural Development),Details of persondays generated and total expenditure under MGNREGA during 2017-18 to 2018-19 (From: Ministry of Rural Development),Central,"['document_id', 'financial_year', 'persondays_generated__figures_in_rs__crore_', 'total_expenditure__figures_in_rs__crore_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-16T05:12:42+00:00,2020-10-19T14:30:09+00:00
92331756-5f20-43cb-9f80-462f2f639e3e,State/UT-wise Central Funds Released under MGNREGA from 2017-18 to 2019-20 (From: Ministry of Rural Development),State/UT-wise Central Funds Released under MGNREGA from 2017-18 to 2019-20 (From: Ministry of Rural Development),Central,"['document_id', '_s_no', 'states_uts', '_2017_18__', '_2018_19__', '_2019_20__as_on_11_11_2019_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-15T13:46:26+00:00,2020-10-19T14:12:02+00:00
e6feebe1-8b84-4c34-9c5a-1123d8d0c983,State-wise Number of Complaints Received under MGNREGA from 2016-17 to 2019-20 (From: Ministry of Rural Development),State-wise Number of Complaints Received under MGNREGA from 2016-17 to 2019-20 (From: Ministry of Rural Development),Central,"['document_id', 'sn__no_', 'state_name', '__2016_17', '_2017_18', '_2018_19', '_2019_20__as_on_25_11_2019_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-10-16T04:32:40+00:00,2020-10-19T13:44:22+00:00
484bf9c5-9f60-4e6c-b306-ddc1a23a399d,Percentage of Expenditure on the Material Component and Wages Component under MGNREGA from 2016-17 to 2018-19 (From : Ministry of Rural Development),Percentage of Expenditure on the Material Component and Wages Component under MGNREGA from 2016-17 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', '_year', 'percentage_of_expenditure_on_material_component', 'percentage_of_expenditure_on_wages_component', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-01-09T11:22:43+00:00,2020-01-09T11:23:07+00:00
c8f211d0-23e5-4ec8-b268-d04c6decbc2b,Details of Budget Allocation under MGNREGA from 2016-17 to 2018-19 (From : Ministry of Rural Development),Details of Budget Allocation under MGNREGA from 2016-17 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'financial_year', 'budget_allocation', 'revised_allocation', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2020-01-09T11:22:21+00:00,2020-01-09T11:22:33+00:00
fcebf9f9-e415-4a6b-b2c3-b6132c4b678a,District-wise Details of Households provided Employment under MGNREGA in Maharashtra from 2015-16 to 2017-18 (From : Ministry of Rural Development),District-wise Details of Households provided Employment under MGNREGA in Maharashtra from 2015-16 to 2017-18 (From : Ministry of Rural Development),Central,"['document_id', '_sl_no', 'districts', 'households_provided_employment_in_nos_2015_16', 'households_provided_employment_in_nos_2016_17', 'households_provided_employment_in_nos_2017_18', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-10-11T11:10:56+00:00,2019-10-11T11:11:22+00:00
285d7783-793c-4347-974c-ecadbbce8b55,Central fund released to Karnataka State under MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),Central fund released to Karnataka State under MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'financial_year', 'central_release_rs_in_crore_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-10-11T10:58:15+00:00,2019-10-11T10:58:28+00:00
4cc2e26d-844b-414d-ab34-799c0beb52b3,Details of Budget Estimate and Revised Estimate under MGNREGA from 2013-14 to 2017-18 (From : Ministry of Rural Development),Details of Budget Estimate and Revised Estimate under MGNREGA from 2013-14 to 2017-18 (From : Ministry of Rural Development),Central,"['document_id', 'financial_year', 'budget_estimate', 'revised_estimate', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-10-11T10:56:41+00:00,2019-10-11T10:56:48+00:00
6827bdf1-51c2-4846-96c9-e30e373166a3,State/UT-wise Percentage of timely generation of Pay order under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2014-15 to 2017-18 (From : Ministry of Rural Development),State/UT-wise Percentage of timely generation of Pay order under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) from 2014-15 to 2017-18 (From : Ministry of Rural Development),Central,"['document_id', '_sl_no', 'states_ut', '_age_of_timely_generation_of_pay_order___2014_15', '_age_of_timely_generation_of_pay_order___2015_16', '_age_of_timely_generation_of_pay_order___2016_17', '_age_of_timely_generation_of_pay_order___2017_18', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-10-11T10:55:15+00:00,2019-10-11T10:55:25+00:00
3ffbac94-3121-46ff-a300-143478791d1b,State/UT-wise Details of delayed compensation paid under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2018-19 (From : Ministry of Rural Development),State/UT-wise Details of delayed compensation paid under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2018-19 (From : Ministry of Rural Development),Central,"['document_id', '_s_no_', 'state', 'delay_compensation_paid_in_rs_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-10-07T14:41:55+00:00,2019-10-07T14:42:14+00:00
97f6ba47-44b5-433b-9bc4-1d2fb0d0f32d,State/UT-wise Details Persondays under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2017 to 2018 (From: Ministry of Rural Development),State/UT-wise Details Persondays under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) during 2017 to 2018 (From: Ministry of Rural Development),Central,"['document_id', '_sl_no', 'state_ut', 'persondays_generated__in_lakh_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],,2019-08-13T16:41:47+00:00
2aeef02e-5978-40f7-a4a5-d473e3a84257,Year-wise details on Delayed Compensation to MGNREGA workers as per Management Information System (MIS) from 2015-16 to 2017-18 (From : Ministry of Rural Development),Year-wise details on Delayed Compensation to MGNREGA workers as per Management Information System (MIS) from 2015-16 to 2017-18 (From : Ministry of Rural Development),Central,"['document_id', 'financial_year', 'payable_amount', 'approved_amount', 'paid', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-07-29T19:13:52+00:00,2019-07-29T19:13:52+00:00
41c20814-5552-4712-9dbd-a5e1809ca531,District-wise details of Assets Created as per the Government of Andhra Pradesh under the MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),District-wise details of Assets Created as per the Government of Andhra Pradesh under the MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'sl__no_', 'districts', 'assets_created__in_numbers____2015_16', 'assets_created__in_numbers____2016_17', 'assets_created__in_numbers____2017_18', 'assets_created__in_numbers____2018_19__as_on_06_02_2019_', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-07-29T19:05:06+00:00,2019-07-29T19:05:06+00:00
e30835de-a6b7-41dc-bc15-a8cd0d574cf1,District-wise details of Employment Provided to Households to Madhya Pradesh under the MGNREGA from 2015-16 to 2017-18 (From : Ministry of Rural Development),District-wise details of Employment Provided to Households to Madhya Pradesh under the MGNREGA from 2015-16 to 2017-18 (From : Ministry of Rural Development),Central,"['document_id', 'sl__no_', 'districts', 'employment_provided_to_households___2015_16', 'employment_provided_to_households___2016_17', 'employment_provided_to_households___2017_18', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-07-29T19:03:54+00:00,2019-07-29T19:03:54+00:00
cadde395-1843-464f-94c8-83c11dcecc08,District-wise details of Employment Demanded by Households and Employment Offered to Households as per MIS under the MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),District-wise details of Employment Demanded by Households and Employment Offered to Households as per MIS under the MGNREGA from 2015-16 to 2018-19 (From : Ministry of Rural Development),Central,"['document_id', 'sl__no_', 'districts', '_2015_16___employment_demanded_by_households', '_2015_16___employment_offered_to_household', '_2016_17___employment_demanded_by_households', '_2016_17___employment_offered_to_household', '_2017_18___employment_demanded_by_households', '_2017_18___employment_offered_to_household', '_2018_19__as_on_07_02_2019____employment_demanded_by_households', '_2018_19__as_on_07_02_2019____employment_offered_to_household', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2019-07-29T19:01:38+00:00,2019-07-29T19:01:38+00:00
fadc1024-8f09-4be2-bd3c-3d6e4e39de57,Central funds released to Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) States during 2016-17 (as on 04.05.2016)(From : Ministry of Rural Development),,Central,"['document_id', '_no_', 'states', '_total', 'resource_uuid']",['Rajya Sabha'],data.gov.in,['All'],2017-06-09T17:12:54+00:00,2018-11-30T04:48:26+00:00
04476f1d-c61c-4584-9e0a-b1cb62410f5f,All India Implementation Report under MGNREGA from 2006-07 to 2014-15,,Central,"['document_id', '_year', 'cumulative_number_of_households_issued_jobcards', 'no_of_households_who_have_demanded_employment', 'no_of_households_provided_employment', 'persondays_in_lakhs___total', 'persondays_in_lakhs___scs', 'persondays_in_lakhs___sts', 'persondays_in_lakhs___others', 'persondays_in_lakhs___women', 'average_persondays_per_household', 'number_of_households_who_availed_100_days_of_employment', 'resource_uuid']",['Ministry of Statistics and Programme Implementation'],data.gov.in,"['Development', 'Rural', 'Statistics']",2017-06-09T17:12:33+00:00,2018-11-30T04:47:52+00:00
ddd13bbe-9d3d-463d-bef7-8497f39d6927,Seasonality of MGNREGA Employment Provided During 201011,,Central,"['document_id', 'state_all_data_in_percentage_', 'april', 'may', 'june', 'july', 'aug', 'sep', 'oct', 'nov', 'dec', 'jan', 'feb', 'march', 'total_all_12_months_', 'resource_uuid']",['NITI Aayog'],data.gov.in,"['Development', 'Rural']",2017-06-09T09:52:41+00:00,2018-11-30T04:41:02+00:00
